,Airbnb_Or_Hotel,Listing_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Value_Rating,Num_Reviews,Address,Neighborhood,Amenities,Lat,Long
153,Hotel,Moxy Nyc Downtown ,112,4.0,4.5,4.5,4.0,311,"26 Ann St, New York City, NY 10038-2411",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Game room', 'Aerobics', 'Books, DVDs, music for children', ""Children's television networks"", 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Yoga classes', 'Yoga room', 'Fitness classes', 'Personal trainer', 'Restaurant', 'Breakfast available', 'Complimentary tea', 'Complimentary welcome drink', 'Happy hour', ""Kids' meals"", 'Snack bar', 'Special diet menus', 'Wine / champagne', 'Evening entertainment', 'Board games / puzzles', 'Nightclub / DJ', 'Video game console', 'Indoor play area for children', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Photo copier / fax In business center', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Shared lounge / TV area', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine']",40.7105833,-74.0080299
154,Hotel,Four Points By Sheraton Midtown - Times Square - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,76,4.0,4.5,4.5,4.0,2646,"326 W 40th St, New York City, NY 10018-1404",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Meeting rooms', '24-hour security', 'Baggage storage', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Non-smoking hotel', 'Express check-in / check-out', 'Dry cleaning', 'Ironing service']",40.7564042,-73.992346
155,Hotel,Fairfield By Marriott Inn & Suites New York Manhattan/Times Square ,80,4.0,4.5,4.5,4.0,2349,"330 W 40th St Between 8th Ave. & 9th Ave., New York City, NY 10018-1404",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Fax / photocopying', 'Rooftop terrace', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Bar / lounge', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Rooftop bar', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service']",40.7566165,-73.9926698
156,Hotel,Hotel Newton ,70,4.0,4.5,4.5,4.0,1771,"2528 Broadway Upper West Side Of Manhattan, New York City, NY 10025-6946",0,"['Paid public parking nearby', 'Free internet', 'Wifi', 'Vending machine', 'Car hire', 'Baggage storage', 'Concierge', '24-hour front desk', 'Paid wifi', 'Internet', 'Non-smoking hotel']",40.7934623,-73.9719843
157,Hotel,Even Hotel Times Square South ,123,4.5,5.0,5.0,4.5,1560,"321 West 35th St, New York City, NY 10001-1739",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Game room', ""Children's television networks"", 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', ""Kids' meals"", 'Table tennis', 'Board games / puzzles', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']",40.75347,-73.99383499999999
158,Hotel,Wyndham Garden Chinatown ,134,4.5,4.5,4.5,4.5,1950,"93 Bowery, New York City, NY 10002-4915",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Nightclub / DJ', 'Business Center with Internet Access', 'Conference facilities', 'Valet parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Snack bar', 'Rooftop bar', 'Meeting rooms', 'Rooftop terrace', 'Baggage storage', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7170275,-73.9951758
159,Hotel,Renaissance New York Times Square Hotel ,143,4.5,5.0,4.5,4.0,2769,"Two Times Square 714 Seventh Avenue at W. 48th Street, New York City, NY 10036",0,"['Parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Business Center with Internet Access', 'Conference facilities', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast buffet', 'Wine / champagne', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine']",40.75971,-73.98464299999999
160,Hotel,Lotte New York Palace - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,395,4.5,5.0,4.5,4.0,5652,"455 Madison Avenue, New York City, NY 10022-6845",0,"['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Valet parking', 'Paid private parking nearby', 'Parking', 'Paid wifi', 'Paid internet', 'Internet', 'Breakfast available', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Salon', '24-hour security', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.757827,-73.9753162
161,Hotel,Trump International Hotel And Tower New York - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,440,4.5,5.0,4.5,4.0,1770,"1 Central Park West, New York City, NY 10023-7703",0,"['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Sauna', 'Indoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Snack bar', 'Special diet menus', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Facial treatments', 'Massage', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']",40.7690255,-73.98162549999999
162,Hotel,The Peninsula New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,745,4.5,5.0,4.5,4.0,1379,"700 Fifth Avenue at 55th Street, New York City, NY 10019",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Hot tub', 'Indoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Rooftop bar', 'Banquet room', 'Meeting rooms', 'Spa', 'Facial treatments', 'Full body massage', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.7616511,-73.9754019
163,Hotel,Hampton Inn Manhattan-35Th St Empire State Bldg ,98,4.0,5.0,4.5,4.0,2748,"59 W. 35th Street, New York City, NY 10001-2202",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Kids stay free', ""Children's television networks"", 'Car hire', 'Fax / photocopying', 'Parking garage', 'Secured parking', 'Street parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Vending machine', 'Highchairs available', 'Taxi service', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', 'First aid kit', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7502872,-73.98639109999999
164,Hotel,Kimpton Muse Hotel ,152,4.5,5.0,4.5,4.0,3655,"130 West 46th Street, New York City, NY 10036-8501",0,"['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Paid private parking nearby', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Paid wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']",40.757798,-73.9837873
165,Hotel,Holiday Inn New York City - Times Square ,80,4.0,4.5,4.5,4.0,1195,"585 8th Ave, New York City, NY 10018-3003",0,"['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Fax / photocopying', '24-hour security', 'Paid public parking nearby', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Internet', 'Restaurant', 'Breakfast available', ""Kids' meals"", 'Vending machine', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.75523889999999,-73.9917492
166,Hotel,Artezen Hotel ,93,5.0,5.0,5.0,5.0,236,"24 John St, New York City, NY 10038-4020",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', ""Children's television networks"", 'Airport transportation', 'Fax / photocopying', '24-hour security', 'Parking garage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Yoga classes', 'Yoga room', 'Breakfast in the room', 'Complimentary instant cofffee', 'Wine / champagne', 'Car hire', 'Taxi service', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7095847,-74.0087404
167,Hotel,"The Renwick Hotel New York City, Curio Collection By Hilton ",103,4.5,4.5,4.5,4.0,1910,"118 E 40th St, New York City, NY 10016-1724",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Valet parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7501922,-73.9775392
168,Hotel,The Maritime Hotel ,139,4.5,5.0,4.5,4.0,829,"363 W 16th St, New York City, NY 10011-5902",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Bicycle rental', 'Bicycles available', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Valet parking', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Bar / lounge', 'Restaurant', 'Breakfast available', 'Nightclub / DJ', 'Business Center with Internet Access', 'Meeting rooms', 'Fax / photocopying', 'Massage', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Shoeshine']",40.7424404,-74.00398249999999
169,Hotel,Best Western Bowery Hanbee Hotel ,110,4.0,4.5,4.5,4.5,1615,"231 Grand St, New York City, NY 10013-4246",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Fax / photocopying', 'Baggage storage', 'Newspaper', '24-hour check-in', '24-hour front desk', 'Free internet', 'Wifi', 'Internet', 'Coffee shop', 'Breakfast buffet', 'Complimentary instant cofffee', 'Vending machine', 'Non-smoking hotel', 'Picnic area', 'Shared lounge / TV area', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.718418,-73.9951754
170,Hotel,Doubletree By Hilton Hotel New York City Chelsea ,110,3.5,4.5,4.0,3.5,2570,"128 West 29th Street, New York City, NY 10001-5301",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Business Center with Internet Access', 'Fax / photocopying', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast buffet', 'Vending machine', 'Taxi service', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']",40.74701,-73.99138649999999
171,Hotel,The Vanderbilt Ymca ,68,3.5,4.5,3.5,3.5,1598,"224 E 47th St, New York City, NY 10017-2102",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Vending machine', '24-hour security', 'Baggage storage', '24-hour check-in', '24-hour front desk', 'Free internet', 'Wifi', 'Internet', 'Sauna', 'Indoor pool', 'Heated pool', 'Non-smoking hotel', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'Express check-in / check-out', 'Self-serve laundry']",40.7531431,-73.9709556
172,Hotel,Morningside Inn ,60,2.5,4.0,3.0,3.0,943,"235 W 107th St, New York City, NY 10025-3096",0,"['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Baggage storage', 'Non-smoking hotel', 'Shared kitchen', '24-hour front desk', 'Express check-in / check-out', 'Internet']",40.8019385,-73.9666342
173,Hotel,Hotel Elysee By Library Hotel Collection - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,224,4.5,5.0,5.0,4.5,4806,"60 E. 54th St., New York City, NY 10022-4642",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Evening entertainment', 'Books, DVDs, music for children', 'Car hire', 'Business Center with Internet Access', 'Meeting rooms', 'Valet parking', 'Parking garage', 'Secured parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Paid internet', 'Internet', 'Bar / lounge', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary tea', 'Happy hour', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', 'First aid kit', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']",40.7598899,-73.97320859999999
174,Hotel,The Broome - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,266,5.0,5.0,5.0,4.5,622,"431 Broome St, New York City, NY 10013-5920",0,"['Free High Speed Internet (WiFi)', 'Coffee shop', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', '24-hour front desk', 'Express check-in / check-out', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Concierge', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Shops', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']",40.7212719,-73.9994162
175,Hotel,Lex Boutique Hotel ,99,4.5,4.5,5.0,4.5,888,"67 Lexington Ave, New York City, NY 10010-1833",0,"['Free High Speed Internet (WiFi)', 'Free breakfast', 'Car hire', 'Rooftop terrace', 'Baggage storage', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast buffet', 'Concierge', 'Non-smoking hotel']",40.7409681,-73.9833932
176,Hotel,Andaz 5Th Avenue - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,325,4.5,5.0,4.5,4.0,3017,"485 5th Avenue, New York City, NY 10017-6149",0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Free internet', 'Wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast in the room', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7528333,-73.9809527
177,Hotel,Residence Inn New York Downtown Manhattan World Trade Center Area ,132,4.5,5.0,4.5,4.5,1029,"170 Broadway At 4 Maiden Lane Adjacent To The Gap, New York City, NY 10038-4154",0,"['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', 'Fax / photocopying', 'Parking', 'Public wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Kid-friendly buffet', 'Snack bar', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']",40.7095628,-74.0097181
178,Hotel,Andaz Wall Street ,127,4.5,4.5,4.5,4.0,154,"75 Wall Street Entrance on Water Street, New York City, NY 10005-2833",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Conference facilities', 'Banquet room', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Snack bar', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']",40.7051285,-74.0079362
179,Hotel,Courtyard New York Manhattan Upper East Side ,89,4.0,4.0,4.5,4.0,1073,"410 East 92nd Street, New York City, NY 10128-6881",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Snack bar', ""Children's television networks"", 'Business Center with Internet Access', 'Conference facilities', 'Steam room', 'Valet parking', 'Parking garage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Fitness / spa locker rooms', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']",40.78017250000001,-73.94592449999999
180,Hotel,Royal Park Hotel ,66,3.0,4.0,3.0,3.5,765,"258 West 97th Street, New York City, NY 10025-6218",0,"['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk']",40.7955139,-73.9723049
181,Hotel,Gild Hall A Thompson Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,154,4.5,4.5,4.5,4.5,2325,"15 Gold Street, Main Entrance On Platt Street, New York City, NY 10038-4803",0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', 'Massage', 'Paid private parking nearby', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Special diet menus', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7079177,-74.0072143
182,Hotel,Roger Smith Hotel ,110,4.0,4.5,4.0,4.0,2710,"501 Lexington Avenue, New York City, NY 10017-2008",0,"['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Babysitting', 'Car hire', 'Meeting rooms', 'Fax / photocopying', 'Valet parking', 'Paid private parking on-site', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Complimentary instant cofffee', 'Rooftop bar', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.754689,-73.9734172
183,Hotel,Hilton Garden Inn New York Manhattan Midtown East ,110,4.0,4.5,4.5,4.0,1697,"206 E 52nd St, New York City, NY 10022-6201",0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Board games / puzzles', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle bus service', 'Business Center with Internet Access', 'Paid private parking nearby', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast buffet', 'Kid-friendly buffet', 'Special diet menus', 'Wine / champagne', 'Vending machine', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']",40.7566332,-73.9694371
184,Hotel,Soho 54 ,71,4.0,4.5,4.0,4.0,1960,"54 Watts St, New York City, NY 10013-1912",0,"['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Internet', 'Laundry service']",40.7238822,-74.00525139999999
185,Hotel,"Nyma, The New York Manhattan Hotel ",69,4.0,4.5,4.0,4.0,3139,"6 W 32nd St Located between Broadway and 5th Avenue on 32nd Street, New York City, NY 10001-3802",0,"['Paid public parking nearby', 'Wifi', 'Bar / lounge', 'Fax / photocopying', 'Rooftop terrace', '24-hour security', '24-hour front desk', 'Laundry service', 'Parking', 'Public wifi', 'Internet', 'Breakfast available', 'Vending machine', 'Rooftop bar', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'ATM on site']",40.7474073,-73.9863046
186,Hotel,Blue Moon Hotel ,80,3.5,4.5,4.5,4.0,650,"100 Orchard St, New York City, NY 10002-3106",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Nightclub / DJ', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Private check-in / check-out', 'Secured parking', 'Free internet', 'Wifi', 'Internet', 'Snack bar', 'Vending machine', 'ATM on site']",40.7186077,-73.9897804
187,Hotel,Park Hyatt New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,725,4.5,5.0,5.0,4.0,2256,"153 West 57th Street 57th St and 7th Ave, New York City, NY 10019-2214",0,"['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Hot tub', 'Breakfast available', 'Pets Allowed ( Dog / Pet Friendly )', 'Conference facilities', 'Banquet room', 'Free internet', 'Wifi', 'Internet', 'Fitness / spa locker rooms', 'Indoor pool', 'Heated pool', 'Meeting rooms', 'Facial treatments', 'Massage', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Butler service', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.76440350000001,-73.97795959999999
188,Hotel,Courtyard New York Manhattan/Times Square West ,104,4.5,4.5,4.5,4.0,1408,"307 W 37th St, New York City, NY 10018-4202",0,"['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Complimentary instant cofffee', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']",40.7544957,-73.992603
189,Hotel,Moderne Hotel ,113,4.5,5.0,4.5,4.5,2301,"243 W 55th St, New York City, NY 10019-5202",0,"['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel', 'Laundry service', 'Ironing service']",40.7651625,-73.9829544
190,Hotel,Ac Hotel New York Downtown ,115,4.5,4.5,5.0,4.5,149,"151 Maiden Ln, New York City, NY 10038-4930",0,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Kids stay free', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Parking', 'Free internet', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Fax / photocopying', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']",40.7054812,-74.004719
191,Hotel,Doubletree By Hilton New York Downtown ,89,3.5,4.0,4.0,3.5,3133,"8 Stone Street, New York City, NY 10004-2202",0,"['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Conference facilities', '24-hour security', 'Baggage storage', 'Paid wifi', 'Internet', 'Restaurant', 'Meeting rooms', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']",40.7038971,-74.0122703
192,Hotel,The Hotel @ New York City ,64,4.0,4.5,4.0,4.0,1835,"161 Lexington Ave, New York City, NY 10016-7305",0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Taxi service', 'Fax / photocopying', '24-hour security', 'Baggage storage', '24-hour check-in', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Laundry service']",40.743903,-73.9811964
193,Hotel,The Bowery Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,345,4.5,4.5,4.5,4.0,806,"335 Bowery, New York City, NY 10003-7138",0,"['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Hot tub', 'Bar / lounge', 'Bicycles available', 'Board games / puzzles', 'Books, DVDs, music for children', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Special diet menus', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']",40.7260151,-73.9914737
